card_id,category,item
104136532,Комфорт,задние электро-стеклоподъёмники
104136532,Обогрев,сидений
104136532,Обогрев,зеркал
104136532,Климат,климат-контроль
104136532,Климат,кондиционер
104136532,Мультимедиа,AUX или iPod
104136532,Мультимедиа,Bluetooth
104136532,Мультимедиа,CD или MP3
104136532,Мультимедиа,USB
104136532,Мультимедиа,мультимедийный экран
104136532,Мультимедиа,штатная навигация
104136532,Фары,ксеноновые
104136532,Фары,противотуманные
104070057,Экстерьер,легкосплавные диски
104070057,Экстерьер,рейлинги на крыше
104070057,Системы безопасности,ABS
104070057,Системы безопасности,ESP
104070057,Системы безопасности,антипробуксовочная
104070057,Системы безопасности,иммобилайзер
104070057,Системы безопасности,сигнализация
104070057,Подушки,передние
104070057,Системы помощи,камера заднего вида
104070057,Системы помощи,парктроники
104070057,Интерьер,тёмный
104070057,Интерьер,комбинированные материалы
104070057,Комфорт,круиз-контроль
104070057,Комфорт,управление мультимедиа с руля
104070057,Комфорт,передние электро-стеклоподъёмники
104070057,Комфорт,задние электро-стеклоподъёмники
104070057,Обогрев,сидений
104070057,Обогрев,лобового стекла
104070057,Обогрев,зеркал
104070057,Климат,кондиционер
104070057,Мультимедиа,AUX или iPod
104070057,Мультимедиа,Bluetooth
104070057,Мультимедиа,USB
104070057,Мультимедиа,мультимедийный экран
104070057,Мультимедиа,штатная навигация
104070057,Фары,противотуманные
104191432,Экстерьер,легкосплавные диски
104191432,Экстерьер,рейлинги на крыше
104191432,Системы безопасности,ABS
104191432,Системы безопасности,ESP
104191432,Системы безопасности,антипробуксовочная
104191432,Системы безопасности,иммобилайзер
104191432,Системы безопасности,сигнализация
104191432,Подушки,передние
104191432,Подушки,боковые
104191432,Системы помощи,датчик дождя
104191432,Системы помощи,камера заднего вида
104191432,Системы помощи,парктроники
104191432,Интерьер,тёмный
104191432,Интерьер,ткань
104191432,Комфорт,автозапуск двигателя
104191432,Комфорт,круиз-контроль
104191432,Комфорт,управление мультимедиа с руля
104191432,Комфорт,передние электро-стеклоподъёмники
104191432,Комфорт,задние электро-стеклоподъёмники
104191432,Обогрев,сидений
104191432,Обогрев,лобового стекла
104191432,Обогрев,зеркал
104191432,Климат,климат-контроль
104191432,Климат,кондиционер
104191432,Мультимедиа,AUX или iPod
104191432,Мультимедиа,Bluetooth
104191432,Мультимедиа,CD или MP3
104191432,Мультимедиа,USB
104191432,Мультимедиа,мультимедийный экран
104191432,Фары,противотуманные
104191432,Фары,светодиодные
104191440,Экстерьер,легкосплавные диски
104191440,Экстерьер,фаркоп
104191440,Интерьер,тёмный
104191440,Интерьер,велюр
104191440,Обогрев,зеркал
104191440,Мультимедиа,CD или MP3
104191440,Фары,светодиодные
104006685,Экстерьер,легкосплавные диски
104006685,Системы безопасности,ABS
104006685,Системы безопасности,ESP
104006685,Подушки,передние
104006685,Подушки,боковые
104006685,Подушки,задние
104006685,Интерьер,тёмный
104006685,Интерьер,ткань
104006685,Комфорт,круиз-контроль
104006685,Климат,климат-контроль
104006685,Мультимедиа,Bluetooth
104006685,Мультимедиа,CD или MP3
104190850,Экстерьер,легкосплавные диски
104190850,Системы безопасности,ABS
104190850,Системы безопасности,ESP
104190850,Системы безопасности,антипробуксовочная
104190850,Системы безопасности,иммобилайзер
104190850,Системы безопасности,сигнализация
104190850,Подушки,передние
104190850,Подушки,боковые
104190850,Подушки,задние
104190850,Системы помощи,датчик дождя
104190850,Системы помощи,камера заднего вида
104190850,Системы помощи,парктроники
104190850,Системы помощи,контроль мертвых зон на зеркалах
104190850,Интерьер,комби
104190850,Интерьер,натуральная кожа
104190850,Комфорт,круиз-контроль
104190850,Комфорт,управление мультимедиа с руля
104190850,Комфорт,передние электро-стеклоподъёмники
104190850,Комфорт,задние электро-стеклоподъёмники
104190850,Обогрев,сидений
104190850,Обогрев,зеркал
104190850,Климат,климат-контроль
104190850,Климат,кондиционер
104190850,Мультимедиа,AUX или iPod
104190850,Мультимедиа,Bluetooth
104190850,Мультимедиа,CD или MP3
104190850,Мультимедиа,USB
104190850,Мультимедиа,мультимедийный экран
104190850,Мультимедиа,штатная навигация
104190850,Фары,ксеноновые
104190850,Фары,противотуманные
104190850,Фары,светодиодные
101549468,Экстерьер,легкосплавные диски
101549468,Экстерьер,рейлинги на крыше
101549468,Экстерьер,фаркоп
101549468,Системы безопасности,ABS
101549468,Системы безопасности,иммобилайзер
101549468,Подушки,передние
101549468,Интерьер,тёмный
101549468,Интерьер,ткань
101549468,Интерьер,люк
101549468,Комфорт,передние электро-стеклоподъёмники
101549468,Комфорт,задние электро-стеклоподъёмники
101549468,Обогрев,сидений
101549468,Обогрев,лобового стекла
101549468,Обогрев,зеркал
101549468,Климат,климат-контроль
101549468,Мультимедиа,USB
101549468,Фары,противотуманные
104191416,Экстерьер,легкосплавные диски
104191416,Системы безопасности,ABS
104191416,Системы безопасности,ESP
104191416,Системы безопасности,антипробуксовочная
104191416,Системы безопасности,иммобилайзер
104191416,Системы безопасности,сигнализация
104191416,Подушки,передние
104191416,Подушки,боковые
104191416,Подушки,задние
104191416,Системы помощи,камера заднего вида
104191416,Интерьер,тёмный
104191416,Интерьер,ткань
104191416,Комфорт,управление мультимедиа с руля
104191416,Комфорт,передние электро-стеклоподъёмники
104191416,Комфорт,задние электро-стеклоподъёмники
104191416,Обогрев,сидений
104191416,Обогрев,лобового стекла
104191416,Обогрев,зеркал
104191416,Климат,климат-контроль
104191416,Мультимедиа,AUX или iPod
104191416,Мультимедиа,Bluetooth
104191416,Мультимедиа,CD или MP3
104191416,Мультимедиа,USB
104191416,Мультимедиа,мультимедийный экран
104191416,Мультимедиа,штатная навигация
104191416,Фары,противотуманные
104191442,Экстерьер,рейлинги на крыше
104191442,Подушки,передние
104191442,Интерьер,комби
104191442,Интерьер,ткань
104191442,Обогрев,зеркал
104191442,Климат,кондиционер
104191442,Фары,противотуманные
104191442,Экстерьер,рейлинги на крыше
104191442,Подушки,передние
104191442,Интерьер,комби
104191442,Интерьер,ткань
104191442,Обогрев,зеркал
104191442,Климат,кондиционер
104191442,Фары,противотуманные
104191400,Экстерьер,легкосплавные диски
104191400,Системы безопасности,ABS
104191400,Системы безопасности,иммобилайзер
104191400,Системы безопасности,сигнализация
104191400,Подушки,передние
104191400,Системы помощи,парктроники
104191400,Интерьер,тёмный
104191400,Интерьер,ткань
104191400,Мультимедиа,AUX или iPod
104191400,Мультимедиа,USB
104191400,Фары,ксеноновые
104191411,Экстерьер,легкосплавные диски
104191411,Системы безопасности,ABS
104191411,Системы безопасности,ESP
104191411,Системы безопасности,антипробуксовочная
104191411,Системы безопасности,иммобилайзер
104191411,Системы безопасности,сигнализация
104191411,Подушки,передние
104191411,Подушки,боковые
104191411,Системы помощи,датчик дождя
104191411,Интерьер,тёмный
104191411,Интерьер,комбинированные материалы
104191411,Комфорт,круиз-контроль
104191411,Комфорт,управление мультимедиа с руля
104191411,Комфорт,передние электро-стеклоподъёмники
104191411,Комфорт,задние электро-стеклоподъёмники
104191411,Обогрев,зеркал
104191411,Климат,климат-контроль
104191411,Климат,кондиционер
104191411,Мультимедиа,CD или MP3
104191411,Фары,противотуманные
104191411,Фары,светодиодные
104191433,Экстерьер,легкосплавные диски
104191433,Интерьер,светлый
104191433,Интерьер,велюр
104191433,Мультимедиа,AUX или iPod
104191433,Мультимедиа,CD или MP3
103848306,Системы безопасности,ABS
103848306,Системы безопасности,ESP
103848306,Системы безопасности,антипробуксовочная
103848306,Системы безопасности,иммобилайзер
103848306,Системы безопасности,сигнализация
103848306,Подушки,передние
103848306,Подушки,боковые
103848306,Подушки,задние
103848306,Системы помощи,датчик дождя
103848306,Системы помощи,камера заднего вида
103848306,Интерьер,комби
103848306,Интерьер,велюр
103848306,Комфорт,круиз-контроль
103848306,Комфорт,управление мультимедиа с руля
103848306,Комфорт,передние электро-стеклоподъёмники
103848306,Комфорт,задние электро-стеклоподъёмники
103848306,Обогрев,лобового стекла
103848306,Обогрев,зеркал
103848306,Климат,климат-контроль
103848306,Мультимедиа,AUX или iPod
103848306,Мультимедиа,Bluetooth
103848306,Мультимедиа,CD или MP3
103848306,Мультимедиа,USB
103848306,Мультимедиа,мультимедийный экран
103848306,Мультимедиа,штатная навигация
103848306,Фары,светодиодные
104076284,Экстерьер,легкосплавные диски
104076284,Экстерьер,рейлинги на крыше
104076284,Системы безопасности,ABS
104076284,Системы безопасности,ESP
104076284,Системы безопасности,антипробуксовочная
104076284,Подушки,передние
104076284,Подушки,боковые
104076284,Интерьер,тёмный
104076284,Интерьер,ткань
104076284,Комфорт,круиз-контроль
104076284,Комфорт,управление мультимедиа с руля
104076284,Комфорт,передние электро-стеклоподъёмники
104076284,Климат,климат-контроль
104076284,Мультимедиа,CD или MP3
104076284,Мультимедиа,штатная навигация
103914935,Системы безопасности,ABS
103914935,Системы безопасности,иммобилайзер
103914935,Подушки,передние
103914935,Интерьер,тёмный
103914935,Интерьер,ткань
104191321,Экстерьер,легкосплавные диски
104191321,Системы безопасности,ABS
104191321,Системы безопасности,ESP
104191321,Системы безопасности,антипробуксовочная
104191321,Системы безопасности,иммобилайзер
104191321,Системы безопасности,сигнализация
104191321,Подушки,передние
104191321,Подушки,боковые
104191321,Системы помощи,датчик дождя
104191321,Системы помощи,камера заднего вида
104191321,Системы помощи,парктроники
104191321,Интерьер,тёмный
104191321,Интерьер,ткань
104191321,Комфорт,круиз-контроль
104191321,Комфорт,управление мультимедиа с руля
104191321,Комфорт,передние электро-стеклоподъёмники
104191321,Обогрев,сидений
104191321,Климат,климат-контроль
104191321,Мультимедиа,AUX или iPod
104191321,Мультимедиа,Bluetooth
104191321,Мультимедиа,CD или MP3
104191321,Мультимедиа,USB
104191321,Мультимедиа,мультимедийный экран
104191321,Мультимедиа,штатная навигация
104191361,Интерьер,светлый
104191361,Интерьер,велюр
103924960,Экстерьер,легкосплавные диски
103924960,Экстерьер,рейлинги на крыше
103924960,Системы безопасности,ABS
103924960,Системы безопасности,ESP
103924960,Системы безопасности,антипробуксовочная
103924960,Системы безопасности,иммобилайзер
103924960,Системы безопасности,сигнализация
103924960,Подушки,передние
103924960,Подушки,боковые
103924960,Подушки,задние
103924960,Системы помощи,датчик дождя
103924960,Интерьер,светлый
103924960,Интерьер,натуральная кожа
103924960,Комфорт,круиз-контроль
103924960,Комфорт,передние электро-стеклоподъёмники
103924960,Комфорт,задние электро-стеклоподъёмники
103924960,Обогрев,сидений
103924960,Обогрев,лобового стекла
103924960,Обогрев,зеркал
103924960,Обогрев,автономный отопитель
103924960,Климат,климат-контроль
103924960,Климат,кондиционер
103924960,Мультимедиа,AUX или iPod
103924960,Мультимедиа,Bluetooth
103924960,Мультимедиа,CD или MP3
103924960,Мультимедиа,USB
103924960,Мультимедиа,мультимедийный экран
103924960,Мультимедиа,штатная навигация
103924960,Фары,ксеноновые
103924960,Фары,противотуманные
104191399,Экстерьер,фаркоп
104191399,Системы безопасности,ABS
104191399,Системы безопасности,иммобилайзер
104191399,Интерьер,светлый
104191399,Интерьер,ткань
104191399,Комфорт,передние электро-стеклоподъёмники
104191399,Комфорт,задние электро-стеклоподъёмники
104191399,Обогрев,сидений
104191399,Обогрев,лобового стекла
104191399,Обогрев,зеркал
104191399,Обогрев,автономный отопитель
104191399,Климат,климат-контроль
104191399,Климат,кондиционер
104191399,Мультимедиа,AUX или iPod
104191399,Мультимедиа,Bluetooth
104191399,Мультимедиа,CD или MP3
104191399,Мультимедиа,USB
104191399,Мультимедиа,мультимедийный экран
104191399,Фары,противотуманные
104162015,Экстерьер,легкосплавные диски
104162015,Системы безопасности,ABS
104162015,Системы безопасности,иммобилайзер
104162015,Подушки,передние
104162015,Подушки,боковые
104162015,Интерьер,светлый
104162015,Интерьер,натуральная кожа
104162015,Комфорт,круиз-контроль
104162015,Комфорт,электрорегулировка сидений
104162015,Комфорт,передние электро-стеклоподъёмники
104162015,Комфорт,задние электро-стеклоподъёмники
104162015,Обогрев,сидений
104162015,Обогрев,зеркал
104162015,Климат,климат-контроль
104162015,Климат,кондиционер
104162015,Мультимедиа,CD или MP3
104162015,Фары,противотуманные
104191421,Экстерьер,легкосплавные диски
104191421,Системы безопасности,ABS
104191421,Системы безопасности,иммобилайзер
104191421,Подушки,передние
104191421,Подушки,боковые
104191421,Интерьер,тёмный
104191421,Интерьер,велюр
104191421,Комфорт,управление мультимедиа с руля
104191421,Комфорт,передние электро-стеклоподъёмники
104191421,Комфорт,задние электро-стеклоподъёмники
104191421,Обогрев,зеркал
104191421,Климат,климат-контроль
104191421,Климат,кондиционер
104191421,Мультимедиа,CD или MP3
104191421,Фары,противотуманные
104191366,Экстерьер,легкосплавные диски
104191366,Системы безопасности,ABS
104191366,Системы безопасности,ESP
104191366,Системы безопасности,антипробуксовочная
104191366,Системы безопасности,иммобилайзер
104191366,Подушки,передние
104191366,Подушки,боковые
104191366,Подушки,задние
104191366,Системы помощи,датчик дождя
104191366,Системы помощи,парктроники
104191366,Интерьер,тёмный
104191366,Интерьер,натуральная кожа
104191366,Комфорт,круиз-контроль
104191366,Комфорт,управление мультимедиа с руля
104191366,Комфорт,электрорегулировка сидений
104191366,Комфорт,передние электро-стеклоподъёмники
104191366,Комфорт,задние электро-стеклоподъёмники
104191366,Обогрев,сидений
104191366,Обогрев,лобового стекла
104191366,Обогрев,зеркал
104191366,Обогрев,автономный отопитель
104191366,Климат,климат-контроль
104191366,Мультимедиа,CD или MP3
104191366,Мультимедиа,мультимедийный экран
104191366,Фары,ксеноновые
104191366,Фары,противотуманные
104191413,Системы безопасности,ABS
104191413,Системы безопасности,ESP
104191413,Системы безопасности,антипробуксовочная
104191413,Системы безопасности,иммобилайзер
104191413,Системы безопасности,сигнализация
104191413,Подушки,передние
104191413,Подушки,боковые
104191413,Интерьер,комби
104191413,Интерьер,ткань
104191413,Комфорт,передние электро-стеклоподъёмники
104191413,Климат,кондиционер
104191413,Мультимедиа,CD или MP3
104191384,Системы безопасности,ABS
104191384,Системы безопасности,иммобилайзер
104191384,Подушки,передние
104191384,Интерьер,тёмный
104191384,Интерьер,ткань
104191384,Комфорт,передние электро-стеклоподъёмники
104191384,Мультимедиа,AUX или iPod
104191384,Мультимедиа,CD или MP3
104191384,Мультимедиа,USB
104191408,Интерьер,тёмный
104191408,Интерьер,натуральная кожа
104191409,Экстерьер,легкосплавные диски
104191409,Системы безопасности,ABS
104191409,Системы безопасности,ESP
104191409,Системы безопасности,антипробуксовочная
104191409,Системы безопасности,иммобилайзер
104191409,Системы безопасности,сигнализация
104191409,Подушки,передние
104191409,Подушки,боковые
104191409,Подушки,задние
104191409,Системы помощи,камера заднего вида
104191409,Интерьер,тёмный
104191409,Интерьер,ткань
104191409,Комфорт,автозапуск двигателя
104191409,Комфорт,круиз-контроль
104191409,Комфорт,управление мультимедиа с руля
104191409,Комфорт,электрорегулировка сидений
104191409,Комфорт,передние электро-стеклоподъёмники
104191409,Комфорт,задние электро-стеклоподъёмники
104191409,Климат,кондиционер
104191409,Мультимедиа,AUX или iPod
104191409,Мультимедиа,Bluetooth
104191409,Мультимедиа,USB
104191409,Мультимедиа,мультимедийный экран
104191409,Мультимедиа,штатная навигация
104188411,Экстерьер,рейлинги на крыше
104188411,Системы безопасности,ABS
104188411,Системы безопасности,ESP
104188411,Системы безопасности,антипробуксовочная
104188411,Системы безопасности,иммобилайзер
104188411,Системы безопасности,сигнализация
104188411,Подушки,передние
104188411,Подушки,боковые
104188411,Системы помощи,датчик дождя
104188411,Системы помощи,парктроники
104188411,Интерьер,тёмный
104188411,Интерьер,ткань
104188411,Комфорт,круиз-контроль
104188411,Комфорт,управление мультимедиа с руля
104188411,Комфорт,электрорегулировка сидений
104188411,Комфорт,передние электро-стеклоподъёмники
104188411,Комфорт,задние электро-стеклоподъёмники
104188411,Обогрев,сидений
104188411,Обогрев,зеркал
104188411,Климат,климат-контроль
104188411,Мультимедиа,AUX или iPod
104188411,Мультимедиа,Bluetooth
104188411,Мультимедиа,CD или MP3
104188411,Мультимедиа,USB
104188411,Мультимедиа,мультимедийный экран
104188411,Мультимедиа,штатная навигация
104188411,Фары,противотуманные
104191406,Экстерьер,легкосплавные диски
104191406,Системы безопасности,ABS
104191406,Системы безопасности,иммобилайзер
104191406,Системы безопасности,сигнализация
104191406,Подушки,передние
104191406,Интерьер,тёмный
104191406,Интерьер,ткань
104191406,Комфорт,передние электро-стеклоподъёмники
104191406,Обогрев,зеркал
104191406,Климат,кондиционер
104191406,Мультимедиа,Bluetooth
104191406,Мультимедиа,CD или MP3
104191406,Мультимедиа,USB
104191364,Экстерьер,легкосплавные диски
104191364,Системы безопасности,ABS
104191364,Системы безопасности,ESP
104191364,Системы безопасности,антипробуксовочная
104191364,Системы безопасности,иммобилайзер
104191364,Подушки,передние
104191364,Подушки,боковые
104191364,Системы помощи,датчик дождя
104191364,Системы помощи,парктроники
104191364,Интерьер,тёмный
104191364,Интерьер,ткань
104191364,Комфорт,круиз-контроль
104191364,Комфорт,управление мультимедиа с руля
104191364,Комфорт,передние электро-стеклоподъёмники
104191364,Комфорт,задние электро-стеклоподъёмники
104191364,Обогрев,зеркал
104191364,Климат,климат-контроль
104191364,Климат,кондиционер
104191364,Мультимедиа,AUX или iPod
104191364,Мультимедиа,Bluetooth
104191364,Мультимедиа,CD или MP3
104191364,Мультимедиа,USB
104191364,Мультимедиа,мультимедийный экран
104191364,Мультимедиа,штатная навигация
104191364,Фары,противотуманные
104191364,Фары,светодиодные
104191354,Экстерьер,фаркоп
104191354,Системы безопасности,ABS
104191354,Системы безопасности,ESP
104191354,Системы безопасности,антипробуксовочная
104191354,Системы безопасности,иммобилайзер
104191354,Подушки,передние
104191354,Подушки,боковые
104191354,Подушки,задние
104191354,Системы помощи,датчик дождя
104191354,Интерьер,тёмный
104191354,Интерьер,ткань
104191354,Комфорт,автозапуск двигателя
104191354,Комфорт,круиз-контроль
104191354,Комфорт,управление мультимедиа с руля
104191354,Комфорт,передние электро-стеклоподъёмники
104191354,Комфорт,задние электро-стеклоподъёмники
104191354,Обогрев,зеркал
104191354,Климат,кондиционер
104191354,Мультимедиа,AUX или iPod
104191354,Мультимедиа,Bluetooth
104191354,Мультимедиа,USB
104191396,Экстерьер,легкосплавные диски
104191396,Системы безопасности,ABS
104191396,Системы безопасности,антипробуксовочная
104191396,Системы безопасности,иммобилайзер
104191396,Подушки,передние
104191396,Подушки,боковые
104191396,Системы помощи,датчик дождя
104191396,Интерьер,комби
104191396,Интерьер,натуральная кожа
104191396,Комфорт,круиз-контроль
104191396,Комфорт,управление мультимедиа с руля
104191396,Комфорт,электрорегулировка сидений
104191396,Комфорт,передние электро-стеклоподъёмники
104191396,Комфорт,задние электро-стеклоподъёмники
104191396,Обогрев,сидений
104191396,Обогрев,зеркал
104191396,Климат,климат-контроль
104191396,Климат,кондиционер
104191396,Мультимедиа,CD или MP3
104191396,Фары,противотуманные
104191396,Фары,светодиодные
104191372,Экстерьер,легкосплавные диски
104191372,Системы безопасности,ABS
104191372,Системы безопасности,ESP
104191372,Подушки,передние
104191372,Подушки,боковые
104191372,Подушки,задние
104191372,Интерьер,светлый
104191372,Интерьер,комбинированные материалы
104191372,Интерьер,панорамная крыша
104191372,Интерьер,люк
104191372,Климат,кондиционер
104191372,Мультимедиа,AUX или iPod
104191372,Мультимедиа,Bluetooth
104191372,Мультимедиа,CD или MP3
104191372,Мультимедиа,USB
104191331,Экстерьер,легкосплавные диски
104191331,Системы безопасности,ABS
104191331,Системы безопасности,ESP
104191331,Системы безопасности,антипробуксовочная
104191331,Системы безопасности,иммобилайзер
104191331,Подушки,передние
104191331,Подушки,боковые
104191331,Подушки,задние
104191331,Системы помощи,датчик дождя
104191331,Системы помощи,камера заднего вида
104191331,Системы помощи,парктроники
104191331,Системы помощи,контроль мертвых зон на зеркалах
104191331,Интерьер,тёмный
104191331,Интерьер,натуральная кожа
104191331,Комфорт,круиз-контроль
104191331,Комфорт,управление мультимедиа с руля
104191331,Комфорт,электрорегулировка сидений
104191331,Комфорт,передние электро-стеклоподъёмники
104191331,Комфорт,задние электро-стеклоподъёмники
104191331,Обогрев,сидений
104191331,Обогрев,зеркал
104191331,Климат,климат-контроль
104191331,Климат,кондиционер
104191331,Мультимедиа,AUX или iPod
104191331,Мультимедиа,Bluetooth
104191331,Мультимедиа,CD или MP3
104191331,Мультимедиа,USB
104191331,Мультимедиа,мультимедийный экран
104191331,Мультимедиа,штатная навигация
104191331,Фары,ксеноновые
104191331,Фары,противотуманные
104191331,Фары,светодиодные
104191389,Системы безопасности,ABS
104191389,Системы безопасности,сигнализация
104191389,Подушки,передние
104191389,Интерьер,тёмный
104191389,Интерьер,искусственная кожа
104191389,Комфорт,автозапуск двигателя
104191389,Комфорт,передние электро-стеклоподъёмники
104191389,Комфорт,задние электро-стеклоподъёмники
104191389,Обогрев,сидений
104191389,Обогрев,зеркал
104191389,Климат,кондиционер
104191389,Мультимедиа,AUX или iPod
104190113,Экстерьер,легкосплавные диски
104190113,Экстерьер,фаркоп
104190113,Системы безопасности,ABS
104190113,Системы безопасности,ESP
104190113,Системы безопасности,антипробуксовочная
104190113,Системы безопасности,иммобилайзер
104190113,Подушки,передние
104190113,Системы помощи,датчик дождя
104190113,Системы помощи,парктроники
104190113,Интерьер,тёмный
104190113,Интерьер,ткань
104190113,Комфорт,круиз-контроль
104190113,Комфорт,управление мультимедиа с руля
104190113,Комфорт,передние электро-стеклоподъёмники
104190113,Комфорт,задние электро-стеклоподъёмники
104190113,Обогрев,зеркал
104190113,Климат,климат-контроль
104190113,Мультимедиа,AUX или iPod
104190113,Мультимедиа,Bluetooth
104190113,Мультимедиа,USB
104190113,Мультимедиа,мультимедийный экран
104190113,Мультимедиа,штатная навигация
104190113,Фары,противотуманные
104190113,Фары,светодиодные
103837379,Экстерьер,легкосплавные диски
103837379,Экстерьер,рейлинги на крыше
103837379,Системы безопасности,ABS
103837379,Системы безопасности,ESP
103837379,Системы безопасности,антипробуксовочная
103837379,Системы безопасности,иммобилайзер
103837379,Системы безопасности,сигнализация
103837379,Подушки,передние
103837379,Подушки,боковые
103837379,Подушки,задние
103837379,Системы помощи,парктроники
103837379,Интерьер,тёмный
103837379,Интерьер,ткань
103837379,Комфорт,круиз-контроль
103837379,Комфорт,управление мультимедиа с руля
103837379,Комфорт,передние электро-стеклоподъёмники
103837379,Комфорт,задние электро-стеклоподъёмники
103837379,Обогрев,зеркал
103837379,Климат,климат-контроль
103837379,Климат,кондиционер
103837379,Мультимедиа,AUX или iPod
103837379,Мультимедиа,Bluetooth
103837379,Мультимедиа,CD или MP3
103837379,Мультимедиа,USB
103837379,Мультимедиа,мультимедийный экран
103837379,Мультимедиа,штатная навигация
104191397,Экстерьер,рейлинги на крыше
104191397,Системы безопасности,ABS
104191397,Системы безопасности,ESP
104191397,Подушки,передние
104191397,Подушки,боковые
104191397,Подушки,задние
104191397,Интерьер,тёмный
104191397,Интерьер,натуральная кожа
104191397,Комфорт,круиз-контроль
104191397,Комфорт,управление мультимедиа с руля
104191397,Комфорт,электрорегулировка сидений
104191397,Комфорт,передние электро-стеклоподъёмники
104191397,Комфорт,задние электро-стеклоподъёмники
104191397,Мультимедиа,AUX или iPod
104191397,Мультимедиа,CD или MP3
104191397,Фары,ксеноновые
104191397,Фары,противотуманные
104191380,Экстерьер,легкосплавные диски
104191380,Экстерьер,рейлинги на крыше
104191380,Системы безопасности,ABS
104191380,Системы безопасности,ESP
104191380,Системы безопасности,антипробуксовочная
104191380,Системы безопасности,иммобилайзер
104191380,Подушки,передние
104191380,Подушки,боковые
104191380,Подушки,задние
104191380,Системы помощи,датчик дождя
104191380,Системы помощи,камера заднего вида
104191380,Системы помощи,парктроники
104191380,Интерьер,тёмный
104191380,Интерьер,натуральная кожа
104191380,Комфорт,автозапуск двигателя
104191380,Комфорт,круиз-контроль
104191380,Комфорт,управление мультимедиа с руля
104191380,Комфорт,электрорегулировка сидений
104191380,Комфорт,передние электро-стеклоподъёмники
104191380,Комфорт,задние электро-стеклоподъёмники
104191380,Обогрев,сидений
104191380,Обогрев,зеркал
104191380,Климат,климат-контроль
104191380,Климат,кондиционер
104191380,Мультимедиа,AUX или iPod
104191380,Мультимедиа,Bluetooth
104191380,Мультимедиа,CD или MP3
104191380,Мультимедиа,USB
104191380,Мультимедиа,мультимедийный экран
104191380,Мультимедиа,штатная навигация
104191380,Фары,ксеноновые
104191380,Фары,противотуманные
104191380,Фары,светодиодные
101409788,Экстерьер,легкосплавные диски
101409788,Системы безопасности,ABS
101409788,Системы безопасности,ESP
101409788,Подушки,передние
101409788,Интерьер,светлый
101409788,Интерьер,ткань
101409788,Комфорт,передние электро-стеклоподъёмники
101409788,Обогрев,зеркал
101409788,Мультимедиа,AUX или iPod
101409788,Мультимедиа,Bluetooth
101409788,Мультимедиа,CD или MP3
101409788,Мультимедиа,USB
101409788,Фары,противотуманные
104191365,Интерьер,тёмный
104191365,Интерьер,ткань
103739080,Подушки,передние
103739080,Интерьер,тёмный
103739080,Интерьер,ткань
103739080,Комфорт,управление мультимедиа с руля
103739080,Комфорт,передние электро-стеклоподъёмники
103739080,Обогрев,зеркал
104191376,Экстерьер,легкосплавные диски
104191376,Системы безопасности,ABS
104191376,Системы безопасности,ESP
104191376,Системы безопасности,антипробуксовочная
104191376,Системы безопасности,иммобилайзер
104191376,Системы безопасности,сигнализация
104191376,Подушки,передние
104191376,Подушки,боковые
104191376,Подушки,задние
104191376,Системы помощи,датчик дождя
104191376,Системы помощи,камера заднего вида
104191376,Системы помощи,парктроники
104191376,Интерьер,тёмный
104191376,Интерьер,искусственная кожа
104191376,Комфорт,автозапуск двигателя
104191376,Комфорт,круиз-контроль
104191376,Комфорт,управление мультимедиа с руля
104191376,Комфорт,электрорегулировка сидений
104191376,Комфорт,передние электро-стеклоподъёмники
104191376,Комфорт,задние электро-стеклоподъёмники
104191376,Обогрев,сидений
104191376,Обогрев,зеркал
104191376,Климат,климат-контроль
104191376,Мультимедиа,AUX или iPod
104191376,Мультимедиа,Bluetooth
104191376,Мультимедиа,USB
104191376,Мультимедиа,мультимедийный экран
104191376,Мультимедиа,штатная навигация
104191376,Фары,противотуманные
104191376,Фары,светодиодные
104191305,Интерьер,светлый
104191305,Интерьер,искусственная кожа
104069439,Экстерьер,легкосплавные диски
104069439,Экстерьер,рейлинги на крыше
104069439,Системы безопасности,ABS
104069439,Системы безопасности,ESP
104069439,Системы безопасности,антипробуксовочная
104069439,Системы безопасности,иммобилайзер
104069439,Подушки,передние
104069439,Подушки,боковые
104069439,Системы помощи,парктроники
104069439,Интерьер,тёмный
104069439,Интерьер,ткань
104069439,Комфорт,круиз-контроль
104069439,Комфорт,управление мультимедиа с руля
104069439,Комфорт,передние электро-стеклоподъёмники
104069439,Комфорт,задние электро-стеклоподъёмники
104069439,Обогрев,сидений
104069439,Обогрев,зеркал
104069439,Климат,климат-контроль
104069439,Мультимедиа,Bluetooth
104069439,Мультимедиа,USB
104069439,Мультимедиа,мультимедийный экран
104069439,Фары,противотуманные
101743526,Экстерьер,легкосплавные диски
101743526,Системы безопасности,ABS
101743526,Системы безопасности,ESP
101743526,Подушки,передние
101743526,Подушки,боковые
101743526,Системы помощи,датчик дождя
101743526,Интерьер,тёмный
101743526,Интерьер,комбинированные материалы
101743526,Комфорт,управление мультимедиа с руля
101743526,Комфорт,передние электро-стеклоподъёмники
101743526,Комфорт,задние электро-стеклоподъёмники
101743526,Обогрев,сидений
101743526,Климат,климат-контроль
101743526,Климат,кондиционер
101743526,Мультимедиа,AUX или iPod
101743526,Мультимедиа,Bluetooth
