card_id,title,price_primary,price_secondary,comment,description,exchange
104003183,"Продажа Mercedes-Benz E-Класс W213, S213, X213, C238, A238, 2018 г. в Гродно",92 852 р.,≈ 32 499 $,Без пробега по РБ из Европы! 150 л.с. 9 акпп! В родной краске!|Автомобиль  находится удаленной продаже.|Осмотр по предварительной договоренности на площадке ‘’Арник Авто’’ г. Гродно ул. Тавлая 1.|Приветствуется проверка на специализированных СТО .|Получить подробную информацию по автомобилю вы можете по указанным номерам телефона.|У нас вы можете получить:|* индивидуальные условия покупки|* тест драйв данного автомобиля|* кредит|* лизинг|* обмен|Купим любой автомобиль за 2-3 часа с момента обращения :|* наиболее оперативный способ получить деньги за свой автомобиль|* юридическая и финансовая безопасность|Продадим автомобиль по вашей цене|* большая база потенциальных покупателей|* команда профессиональных продавцов|* оплата услуг по факту продажи,"2018 г., автомат, 2.0 л, дизель, 178 000 км | седан, задний привод, чёрный",Возможен обмен
104189739,"Продажа Peugeot 307 I, 2002 г. в Минске",14 142 р.,≈ 4 950 $,"Машина по кузову и технически в отличном состоянии|Чистый 2002 год по тех паспорту|Стоит хороший АКБ и отличная зимняя резина|SW версия, панорама работает во всех положениях|Из недавнего было поменяно: рулевые тяги и наконечники, шаровые, ступичные и опорные подшипники, масла и фильтра и много чего др.|Простой и надёжный мотор 2.0. HDI работает без нареканий, абсолютно сухой, подтеков нет|Заводится как на горячую так и|на холодную отлично, очень приятный расход топлива|В помоще о продаже не нуждаюсь, просьба стоянкам, посредникам, автохаусам не беспокоить|С учета снята на днях, продажа только по договору купли-продажи|Торг возможен только с реальным покупателем у авто, на все Ваши интересующие вопросы готов ответить по телефону","2002 г., механика, 2.0 л, дизель, 400 000 км | универсал, передний привод, серебристый",Обмен не интересует
104189711,"Продажа Chery Tiggo 3, 2017 г. в Минске",31 285 р.,≈ 10 950 $,"Кредит на выгодных условиях. Возможен как наличный так и безналичный расчёт, а также лизинг для организаций и физических лиц не трудоустроенных в РБ. Продажа подержанных автомобилей осуществляется в автосалоне в г.Минске на пр. Независимости 163 стоянка 44. У нас представлен большой выбор транспортных средств различных моделей в любых комплектациях. На нашей площадке вы найдете компактные хэтчбеки, комфортабельные седаны, маневренные кроссоверы. Все автомобили с пробегом находятся в исправном техническом состоянии.","2017 г., механика, 1.6 л, бензин, 90 494 км | внедорожник 5 дв., передний привод, чёрный",Обмен не интересует
103570199,"Продажа BMW X5 F15, 5 мест, 2017 г. в Гомеле",142 569 р.,≈ 49 900 $,"40d, 313 л.с.|Пригнана из Германии в начале 2022 с пробегом 137000, я 2ой владелец (после немца), есть все документы включая бриф.|50% пробега по РБ - трасса в Европу (есть куча фоток).|цвет: carbon-schwarz|2 ключа|Авто в отличном состоянии как с технической стороны так и с внешней. Прозрачная история.|Ничего делать по машине не нужно, недавно пройдено ТО.|Пробег оригинальный, если хоть где-то найдете какие-либо несовпадение, оплачу вам все расходы.|Машина без ДТП и вся в родне без каких-либо перекрасов или косметики.|Новая зимняя и летняя резина (2022г)|Полная история обслуживания и доработок подробно изложена в моем блоге:|https://www.drive2.ru/r/bmw/x5/609694042082520837/|Салонам не беспокоить, машину никуда не поставлю, езжу каждый день.|Комплектация:|Ambient подсветка|Ассистент дальнего света|Adaptive LED оптика|LED приборка|Диски R21|Распознавание дорожных знаков|Контроль давления в шинах|Зимний пакет|Музыка Harman Kardon|NBT Evo + CarPlay во весь экран + ID6|Адаптивный круиз-контроль|Система бесключевого доступа к автомобилю|Система индикации на лобовом стекле (HUD)|Система мониторинга слепых зон|Система предупреждения и торможения при опасности столкновения|Система предупреждения и торможения при опасности наезда на пешехода|Система предупреждения о сходе с полосы|Спортивная подвеска|Спортивные сиденья (Алькантара + Кожа)|Черный потолок|M-пакет|М-руль с памятью положения и подогревом|Беспроводная зарядка|Заводская тонировка|Спорт селектор|Shadow Line|Осталась родная полностью хромированная решетка и обычные (не М) накладки на зеркала.","2017 г., автомат, 3.0 л, дизель, 158 000 км | внедорожник 5 дв., постоянный полный привод, чёрный",Обмен не интересует
104189677,"Продажа BMW X6 E71, 2011 г. в Сморгони",68 284 р.,≈ 23 900 $,M Performance обвес. Всё работает. Полностью обслужен. Без ДТП. Максимальная комплектация.,"2011 г., автомат, 3.0 л, дизель, 245 000 км | внедорожник 5 дв., постоянный полный привод, чёрный",Обмен не интересует
103668086,"Продажа Renault Kaptur I, 2017 г. в Минске",46 999 р.,≈ 16 450 $,"Покупался новым|в салоне в 2018,а сама машина 12.2017 г.в., отличное состояние, безаварийная машина,удобный автомобиль,автозапуск,электро зеркала, фаркоп, тонировка, подогревы и т.д. Все кроме кожи (всегда была в чехлах).Салонам не беспокоить,на стоянку не поставлю.","2017 г., вариатор, 1.6 л, бензин, 98 000 км | внедорожник 5 дв., передний привод, серый",Обмен не интересует
101565581,"Продажа Audi A4 B9, 2018 г. в Глубоком",83 855 р.,≈ 29 350 $,"Ауди А4 В9 из Италии в отличном состоянии.|Полностью в родной краске, оригинальный пробег, готов к любым проверкам. Сервис в Италии был  на 155 000 км.|Двигатель 190 л.с., коробка автомат, подвеска в идеальном состоянии.|Sline внутри и снаружи.|Диски R19.|Полный пакет для продажи на РФ и КZ.|Для связи Viber и WhatsApp.|Автосалонам не беспокоить!!!","2018 г., робот, 2.0 л, дизель, 160 500 км | универсал, передний привод, чёрный",Обмен не интересует
100353792,"Продажа Citroen C5 I, 2001 г. в Пинске",12 571 р.,≈ 4 400 $,"Citroen C5,HDi,механика,торг.Обмен не интересует.Все предложения и контакты только по телефону,в приложение не пишите сообщения просматриваю очень редко.","2001 г., механика, 2.0 л, дизель, 363 000 км | лифтбек, передний привод, белый",Обмен не интересует
104135533,"Продажа Land Rover Range Rover Sport II · Рестайлинг, 5 мест, 2020 г. в Минске",299 995 р.,≈ 105 000 $,Один владелец.|На гарантии до 25.03.2023.|Комплектация AUTOBIOGRAPHY R-Dynamic.|Автомобиль был куплен и обслуживался у официального дилера Land Rover в Минске. Полностью соответствует требованиям Land Rover Approved.,"2020 г., автомат, 3.0 л, бензин, 50 784 км | внедорожник 5 дв., подключаемый полный привод, серый",Возможен обмен
103879826,"Продажа Volvo XC90 II, 5 мест, 2018 г. в Барановичах",132 855 р.,≈ 46 500 $,"2.0-D5-235 л.с. Модель|2019г, 25.03.23г. пригнана из Германии,в эксплуатации с 24.07.2018года,сделано|ТО, оригинальный пробег подтвержден документально,подключ|аемый полный привод, проекция,автоматическое|затемнение|зеркал,панорама,адаптивный|круиз,ассистент пилот с удержанием полосы,система предотвращения столкновения с|автоматическим тормозом, дорожная информация, тон ировка+шторки,диски R20лето,зима R18 и многое другое.","2018 г., автомат, 2.0 л, дизель, 177 000 км | внедорожник 5 дв., подключаемый полный привод, чёрный",Обмен не интересует
104189724,"Продажа Volkswagen Golf III, 1997 г. в Витебске",4 857 р.,≈ 1700 $,машина технически исправна|полностью всё работает|требуется замена левого переднего крыла и заварить глушитель|только обмен|гнильё не предлагать,"1997 г., механика, 1.4 л, бензин, 410 000 км | хэтчбек 5 дв., передний привод, зелёный",Возможен обмен
103743692,"Продажа Jaguar F-Type I · 2-й рестайлинг, 2020 г. в Минске",299 995 р.,≈ 105 000 $,"Комплектация R-Dynamic. 380 л.с.|На гарантии до 23.08.2023!|Автомобиль был куплен и обслуживался у официального дилера Jaguar в Минске. Полностью соответствует требованиям Jaguar Approved.|Опции:|- Система контроля ""слепых"" зон|- Двухзонный климат-контроль с фильтром воздуха|- Аудиосистема Meridian Surround Sound (770Вт) - 12 динамиков|- Фиксированная панорамная стеклянная крыша|- Электрорегулировка рулевой колонки с функцией запоминания настроек|- Сиденья с электрорегулировкой по 12 параметрам с функциями памяти, подогрева и вентиляцией|- Окраска кузова SVO Ультраметаллик - глянцевая|- Сиденья Tan (светло-коричневые), салон Ebony/Tan, лицевая часть сидений кожа Windsor|- Регулируемая подсветка салона|- Выдвижной задний спойлер|- Камера заднего вида|- Обогрев лобового стекла|- Система удержания полосы движения|- Круиз-контроль с электронным ограничителем скорости|- Передние и задние датчики парковки|- Электропривод двери багажника|- Система контроля степени усталости водителя|- Спортивная подвеска с технологией Adaptive Dynamics|Каждый автомобиль Автоцентра «Атлант-М Британия» проходит тщательный отбор, обязательную техническую проверку и полную предпродажную подготовку.|Автомобиль находится на площадке Атлант-М Британия, по адресу ул. Лещинского 4.","2020 г., автомат, 3.0 л, бензин, 14 805 км | родстер, подключаемый полный привод, красный",Возможен обмен
104189174,"Продажа Skoda Octavia I, 1998 г. в Могилеве",7 571 р.,≈ 2 650 $,"машина каждый день на ходу,состояние кузова видно на фото,резина новая ,есть тех осмотр и страховка,хороший акб,снял с учёта для удобной продажи ,есть незначительные нюансы ,продаю по договору купли продажи !!!!","1998 г., механика, 1.6 л, бензин, 252 425 км | лифтбек, передний привод, зелёный",Обмен не интересует
104189717,"Продажа SEAT Leon III · Рестайлинг, 2018 г. в Гродно",38 282 р.,≈ 13 399 $,"Без пробега по РБ!|Родная краска|Данный автомобиль можно приобрести:|-в кредит|-лизинг!|-примем Ваш авто в зачёт, обмен (Trade-in),в течение часа Вы станете обладателем данного автомобиля взамен на свой старый!|Принимаем автомобили на комиссию, а также осуществляем Срочный Выкуп любых марок автомобилей!|Звоните наши специалисты с удовольствием ответят на все интересующие Вас вопросы!|Приглашаем Вас на тест-драйв, наш Автосалон находится по адресу г. Гродно пр-кт Румлёвский 10/2 (автостоянка на территории Неман-Лада).","2018 г., механика, 1.6 л, дизель, 138 000 км | универсал, передний привод, белый",Возможен обмен
104189644,"Продажа Skoda Yeti I, 2012 г. в Бресте",30 856 р.,≈ 10 800 $,"Своевременное ТО, два ключа, всё работает. Любая ваша диагностика. Машина в использовании каждый день.Торг. Автосалонам просьба не звонить.","2012 г., механика, 1.4 л, бензин, 198 000 км | внедорожник 5 дв., передний привод, коричневый",Обмен не интересует
104004388,"Продажа Opel Meriva II · Рестайлинг, 2017 г. в Минске",33 142 р.,≈ 11 600 $,"Opel Meriva B 16.02.2017 года выпуска. Автомобиль пригнан из Европы, полностью в родной краске. Все стекла родны включая лобовое. Любые проверки на СТО. Технически авто полностью обслужен, пройдено ТО на 2 года. Газ установлен по заводу, расход 8 литров газа на 100км. Автомобиль продаться только по договору купли-продажи, минимальный торг.","2017 г., механика, 1.4 л, бензин (пропан-бутан), 148 215 км | минивэн, передний привод, синий",Обмен не интересует
104053035,"Продажа Dacia Duster II, 2019 г. в Минске",43 570 р.,≈ 15 250 $,"Только из Германии ( бриф в наличии). Честный 2019 год. В идеальном состоянии. Кузов в родной краске. Родной пробег. 2 ключа. Самый надёжный в линейке мотор 1.6i, МКПП, расход средний 7л. Богатое оснащение: Цвет тёмно синий металлик ( Blau Blau), большой сенсорный дисплей, телефон, навигатор, CarPlay, камера заднего вида, парктроник, климат-контроль, кондиционер, круиз-контроль, датчик света, режим ECO, мульти руль, электро зеркала с подогревом, светодиодные ходовые огни, usb порты. Авто растаможен на РБ и РФ. Снят у чета в ГАИ для продажи. Торг)","2019 г., механика, 1.6 л, бензин, 72 500 км | внедорожник 5 дв., передний привод, синий",Обмен не интересует
104189643,"Продажа Audi A4 B6, 2002 г. в Новополоцке",16 285 р.,≈ 5 700 $,"В хорошем состоянии!|Нюансы по кузову!|По двигателю ,рулевому,подвеске без проблем!|Т.О до Января 2024г.|Два комплекта резины.|Торг на дорогу!","2002 г., механика, 1.8 л, бензин, 366 000 км | седан, передний привод, другой",Возможен обмен
104189705,"Продажа Dacia Logan I, 2006 г. в Минске",5 428 р.,≈ 1900 $,"Присутствуют жуки. Трещина на лобовом,мотор,коробка передач,подвеска норм","2006 г., механика, 1.4 л, бензин, 250 000 км | седан, передний привод, серебристый",Обмен не интересует
102269612,"Продажа Peugeot 306 I, 1993 г. в Минске",2 857 р.,≈ 1000 $,,"1993 г., механика, 1.4 л, бензин, 300 000 км | хэтчбек 5 дв., передний привод, зелёный",Обмен не интересует
104189690,"Продажа Opel Meriva I, 2004 г. в Бресте",13 714 р.,≈ 4 800 $,"Продается автомобиль Opel Meriva 2004 года в хорошем состоянии,есть небольшие нюансы по кузову (видно на фото). Пробег 230 000.Есть парктроник, управление медиа на руле.|Коробка робот. Новые диски и колодки, недавно меняли ГРМ. Каждый день на ходу|Небольшой торг уместен|Продажа только по договору купли продажи","2004 г., робот, 1.6 л, бензин, 230 000 км | минивэн, передний привод, серый",Обмен не интересует
104041327,"Продажа Mercedes-Benz GLC Coupe C253 · Рестайлинг, 2019 г. в Минске",159 140 р.,≈ 55 700 $ c НДС,"С НДС 20 %.|2.0 Бензин, 249 л.с.|Автомобиль был куплен и обслуживался у официального дилера MERCEDES-BENZ|в Минске.|- Ваш автомобиль в зачет нового.|- Консьерж-сервис: Постановка и снятие с учета за Вас.","2019 г., автомат, 2.0 л, бензин, 58 213 км | внедорожник 5 дв., подключаемый полный привод, серый",Возможен обмен
104189710,"Продажа Citroen AX, 1998 г. в Минске",1142 р.,≈ 400 $,,"1998 г., механика, 1.1 л, бензин, 300 000 км | хэтчбек 5 дв., передний привод, бордовый",Обмен не интересует
104189704,"Продажа Citroen Berlingo I · Рестайлинг, 5 мест, 2003 г. в Борисове",6 714 р.,≈ 2 350 $,"Авто на ходу , едет ,рулится , тормозит .Подвеска в норме  , задний трасион отличный .. было заменин радиатор , термостат , супоста перед и тормозные трубки  и шланги . Днище нормальное стаканы и лонжероны тоже нормальные , снята с учета для продажи .. возможно обмен на бус или универсал . Все вопросы по телефону","2003 г., механика, 1.4 л, бензин, 500 000 км | легковой фургон, передний привод, зелёный",Возможен обмен
104135902,"Продажа Land Rover Discovery V · Рестайлинг, 2022 г. в Минске",371 137 р.,≈ 129 900 $,С НДС 20%.|Состояние нового автомобиля.|Комплектация SE.,"2022 г., автомат, 3.0 л, дизель, 3 533 км | внедорожник 5 дв., подключаемый полный привод, серый",Возможен обмен
104189629,"Продажа Volkswagen Golf IV, 2003 г. в Кобрине",16 714 р.,≈ 5 850 $,"В одних руках 12 лет, пригнал из Германии  сам. Двигатель AXR 74квт, 101 л.с. насос - форсунка. Пробег 100% оригинальный. Цвет черный металлик. 10 подушек безопасности. Масло менялось каждые 10000км. Последние ТО 100км назад, поменяно масло и фильтра, все тормозные диски и колодки. ГРМ менялся 50000 км назад, сцепление и маховик 55000 км назад.|Пройден техосмотр в феврале 2023 года.|По кузову есть стандартная болячка с крышкой багажника, порогом с водительской стороны и несколько жучков. По мотору, электрике( кроме омывателя заднего стекла), подвеске все в отличном состоянии. Шторки. Два комплекта резины, зимняя на литых дисках (гудиер) новая и летняя на железных дисках (+колпаки оригинальные) износ 30%. Кондиционер работает! Все вопросы по телефону. Торг у капота!","2003 г., механика, 1.9 л, дизель, 408 700 км | универсал, передний привод, чёрный",Обмен не интересует
103423124,"Продажа Mercedes-Benz GLS X166, 7 мест, 2016 г. в Могилеве",166 568 р.,≈ 58 300 $,"AMG серия,350d,покупался новым в РФ у официального дилера,автомобиль  в идеальном состоянии, без ДТП,полностью обслужен и ухожен без каких либо недостатков,я владелец,весь в родной краске,салон в очень хорошем состоянии без трещин и потёртостей,родной трассовый пробег,сделано ТО(мотор,коробка,тормоза),новая резина,пройден техосмотр,2 ключа.Полная комплектация (комфортный доступ,подогрев руля ,подогрев,вентиляция ,память сидений,музыка Харман ,панорама,доводчики дверей,камеры 360 ,максимальные Фары,считывание знаков и многое другое)Вложений не требует!Любое ваше  СТО.Автосалонам и автобизнесменам просьба не беспокоить!","2016 г., автомат, 3.0 л, дизель, 210 000 км | внедорожник 5 дв., постоянный полный привод, белый",Обмен не интересует
103924808,"Продажа Land Rover Range Rover Sport III, 2022 г. в Минске",737 131 р.,≈ 258 000 $ c НДС,"Новый автомобиль. С НДС 20%.|Комплектация AUTOBIOGRAPHY|• Лобовое стекло с обогревом|• Подогреваемые форсунки стеклоомывателя|• Рулевое колесо с подогревом|• Бейдж Autobiography|• Наружные зеркала с электроприводом, подогревом, функцией запоминания настроек, лампами подсветки околодверного пространства и функцией автоматического затемнения (со стороны водителя)|• Подогрев заднего стекла|• Стеклоочиститель для заднего стекла|• Стеклоочистители с датчиками дождя|• Зимнее парковочное положение очистителей|• Автоматические головные фары|• Омыватели головных фар высокого давления|• Автоматическая коррекция угла наклона фар|• Задние противотуманные фары|• Задние светодиодные фонари|• Дополнительный верхний центральный стоп-сигнал|• Задние динамические указатели поворота|• Система контроля давления в шинах (TPMS)|• Комплект ковриков SV Bespoke|• Металлические накладки на пороги с подсветкой и надписью Autobiography|• Металлическая накладка в багажном отделении|• Двойные солнцезащитные козырьки с зеркалами и встроенной подсветкой|• Металлические накладки на педали с отделкой Bright|• Подветка салона премиум-класса|• Четырехзонный климат-контроль|• Датчик качества воздуха|• Система предварительного кондиционирования воздуха в салоне|• Электрические стеклоподъемники с управлением одним нажатием и защитой от самоблокировки|• Центральный задний подлокотник|• Поручни в передней и задней части салона|• Держатели для стаканов в передней и задней частях салона|• Отсек для хранения на передних дверях|• Верхний дополнительный перчаточный ящик|• Крючок для сумок|• Центральная консоль с подлокотником|• Подсветка багажного отделения|• Крепления в багажном отделении|• Крючки в багажном отделении|• Выдвижная перегородка багажного отделения|• Точки крепления в багажном отделении|• Замки ремней безопасности с подсветкой|• Многофункциональное рулевое колесо|• Рулевая колонка с электроприводной регулировкой|• AM/FM-радио|• Беспроводная система Android Auto™|• Беспроводная система Apple CarPlay®|• Система Pivi Pro|• 13,1-дюймовый сенсорный экран|• Система беспроводной зарядки мобильных устройств с усилителем телефонных сигналов|• Возможность подключения Bluetooth®|• Потоковая передача по протоколу Bluetooth®|• Виртуальная приборная панель|• Голосовое управление|• Проекционный дисплей|• Электроприводное открывание одностворчатой двери багажного отделения|• Доводчики дверей|• Выдвигающиеся ручки дверей|• Запираемый перчаточный ящик|• Система облегчения погрузки в багажное отделение|• Система бесключевого доступа в автомобиль|• Зеркало заднего вида ClearSight с улучшенной обзорностью|• Перегородка в нижней части багажного отделения|• Система экстренного торможения|• Функция помощи в предотвращении дорожных инцидентов при перестроении|• Система 3D-камер кругового обзора|• Адаптивный круиз-контроль с функцией ассистента рулевого управления|• Система предупреждения об усталости водителя|• Система удержания полосы движения|• Система помощи при парковке|• Передние и задние датчики парковки|• Система предотвращения столкновений сзади|• Система обнаружения приближающихся сзади автомобилей|• Система распознавания дорожных знаков с адаптивным ограничением скорости|• Система защиты пассажиров|• Пакет опций Driver Assist|• Одноступенчатая раздаточная коробка (только с повышающей передачей)|• Адаптивный круиз-контроль для бездорожья|• Открытый дифференциал с системой динамического распределения крутящего момента на колесо|• Динамическая пневматическая подвеска|• Система адаптивного управления подвеской Adaptive Dynamics|• Полный привод|• 8-ступенчатая автоматическая трансмиссия|• Подрулевые лепестки переключения передач|• Система адаптации к дорожным условиям Terrain Response 2|• Функция плавного старта в гору|• Система рулевого управления с электроусилителем (EPAS)|• Система динамического контроля устойчивости (DSC)|• Режим Eco|• Специальный режим для старта на скользкой поверхнос","2022 г., автомат, 3.0 л, бензин, 29 км | внедорожник 5 дв., постоянный полный привод, серый",Возможен обмен
104189583,"Продажа BMW X3 G01, 2019 г. в Бресте",99 998 р.,≈ 35 000 $,"BMW X3 xDrive 20d|Только пригнан с Германии.|-Driving assistance plus|•слепые зоны|•активный круиз контроль|•полный руль|•удержание в полосе|•итд|-Parkassistance plus|•автопарковщик|-камеры 360 обзор|-подогрев руля, сидений передних|-память водительского сидения|-электрорегулировки передних сидений|-большой сенсорный монитор nbt2|-лед ключ|-вебасто с ключа|-гальваника кнопки|-зеркала с автозатемнением|-электроскладывающиеся зеркала|-музыка hi-fi|-беспроводная зарядка|-электрофаркоп|-двойной стеклопакет (акустическое остекление)|Зимние и летние колеса на отличной резине|96000 пробега есть отчет и документы","2019 г., автомат, 2.0 л, дизель, 96 000 км | внедорожник 5 дв., постоянный полный привод, чёрный",Обмен не интересует
104189661,"Продажа Kia Carnival I · Рестайлинг, 7 мест, 2003 г. в Осиповичах",15 714 р.,≈ 5 500 $,"Авто в хорошем состоянии нюансы по кузову, двигатель работает отлично, салон чистый, кондиционер не заправлен, по электрике все работает.","2003 г., механика, 2.9 л, дизель, 417 000 км | минивэн, передний привод, серебристый",Возможен обмен
104189688,"Продажа Opel Vectra B · Рестайлинг, 2000 г. в Гомеле",9 428 р.,≈ 3 300 $,Авто в хорошем состоянии по кузову сварки в покраске не нуждается в техническом плане полностью обслужена по мотор не парит не дымит подвеска не стучит не гремит более подробно по телефону,"2000 г., механика, 1.8 л, бензин, 380 000 км | седан, передний привод, серебристый",Обмен не интересует
104189671,"Продажа Volkswagen Passat B5 · Рестайлинг, 2001 г. в Дзержинске",21 428 р.,≈ 7 500 $,"Авто-гонка, 250 л.с., много вложений смотрите фото, остальное расскажу по телефону.","2001 г., автомат, 1.8 л, бензин, 360 000 км | седан, передний привод, серый",Обмен не интересует
104189681,"Продажа Subaru Outback IV · Рестайлинг, 2014 г. в Минске",59 713 р.,≈ 20 900 $,"Кредит на выгодных условиях. Возможен как наличный так и безналичный расчёт, а также лизинг для организаций и физических лиц не трудоустроенных в РБ. Продажа подержанных автомобилей осуществляется в автосалоне в г.Минске на пр. Независимости 163 стоянка 44. У нас представлен большой выбор транспортных средств различных моделей в любых комплектациях. На нашей площадке вы найдете компактные хэтчбеки, комфортабельные седаны, маневренные кроссоверы. Все автомобили с пробегом находятся в исправном техническом состоянии.","2014 г., вариатор, 2.0 л, дизель, 98 312 км | универсал, постоянный полный привод, синий",Обмен не интересует
104189654,"Продажа Toyota Alphard I · Рестайлинг, 2008 г. в Новополоцке",79 998 р.,≈ 28 000 $,"Учёт РБ. Эксплуатация только летом. Родной пробег, родная краска, не битая, все стекла включая лобовое родные, мотор 2.4 цепь, заводская тонировка AS-3, камера заднего вида, xenon, салон трансформер, 2 эл. двери, проведено полное ТО.","2008 г., автомат, 2.4 л, бензин, 110 000 км | минивэн, передний привод, чёрный",Обмен не интересует
104189593,"Продажа Volkswagen Polo Sedan I, 2013 г. в Гомеле",26 285 р.,≈ 9 200 $,"Пробег оригинальный 100%!|Ходовая вся сделана!|Любые проверки,диагностики!","2013 г., механика, 1.6 л, бензин (пропан-бутан), 193 113 км | седан, передний привод, серебристый",Возможен обмен
104189623,"Продажа Tesla Model 3, 2019 г. в Минске",128 569 р.,≈ 45 000 $,"Tesla Model 3 Perf Euro.|Покупалась новая в Европе с полной таможней в 2019г. Родной CCS. На гарантии. Делалась шумка салона, доводчики дверей и багажника.","2019 г., автомат, электро, запас хода 460 км, 60 000 км | седан, постоянный полный привод, белый",Обмен не интересует
102597963,"Продажа Lada (ВАЗ) 2131 Нива I, 2006 г. в Дятлово",9 428 р.,≈ 3 300 $,Хорошее состояние. Покрашена в раптер. Жуков и гнили нету. Обмен не интересует.,"2006 г., механика, 1.7 л, бензин, 272 700 км | внедорожник 5 дв., подключаемый полный привод, серый",Обмен не интересует
104189687,"Продажа Volkswagen Passat B3, 1992 г. в Бресте",6 285 р.,≈ 2 200 $,"Volkswagen Passat 1992 г. Надежный автомобиль с функциональным салоном и вместительным багажным отделением. Бережная эксплуатация и качественное обслуживание, с 2017 г. в одних руках.|Технически полностью обслужен. Двигатель работает без нареканий, замена масла и фильтров каждые 10 ткм. Подвеска обслужена, никаких посторонних звуков. Техосмотр до октября 2023 г.|Вместительный и аккуратный салон позволяет разместиться с максимальным удобством на передних креслах и на заднем диване. Удобная организация водительского пространства: все на своих местах, нет ничего лишнего.|Практичный автомобиль как в использовании для ежедневных поездок так и в поездки на дальние расстояние.|Возможно приобретение в кредит. Сумма платежа от 150 р / мес. Партнерские программы с ведущими банками дают возможность подобрать наиболее подходящий вариант по условиям и срокам договора.|Внутренний номер: 350901|Дополнительные опции:|•AUX|•USB|•Количество мест (5)|•Люк|•Салон (ткань)|•Фаркоп|Кредит! Лизинг! Ваш автомобиль в Зачёт!|Всё это в нашем салоне!|Давно мечтаете поменять свой автомобиль? Parkhaus быстро решит эту проблему.|Мы предлагаем уникальные условия продажи Вашего авто, а также обмена.|Осмотр и тест-драйв данного автомобиля проводится по предварительной записи.|Более детально на нашем сайте Parkhaus раздел - «каталог авто».","1992 г., механика, 1.8 л, бензин, 460 000 км | универсал, передний привод, чёрный",Возможен обмен
103176415,"Продажа Skoda Octavia III · Рестайлинг, 2017 г. в Минске",50 570 р.,≈ 17 700 $,,"2017 г., автомат, 1.6 л, бензин, 191 000 км | лифтбек, передний привод, серый",Обмен не интересует
101823049,"Продажа Peugeot 406 I, 1998 г. в Осиповичах",9 714 р.,≈ 3 400 $,"Хорошая машина, имеется пару незначительных нюансов по кузова .|Днище обработано (год назад),пороги ценные.|Сел, поехал в любую точку мира , машина надежная не подводила!|Торг имеется, с продажей не спешу.","1998 г., механика, 1.9 л, дизель, 237 000 км | седан, передний привод, синий",Обмен не интересует
100727363,"Продажа SsangYong Rexton I, 5 мест, 2005 г. в Лунинце",23 285 р.,≈ 8 150 $,"Автомобиль в отличном состоянии, все вопросы по телефону!","2005 г., механика, 2.7 л, дизель, 320 000 км | внедорожник 5 дв., задний привод, чёрный",Обмен не интересует
101977065,"Продажа Renault Espace V, 5 мест, 2018 г. в Минске",68 427 р.,≈ 23 950 $,"Без пробега по РБ, из Франции, максимальной комплектации, Paris Initialle, максимальной комплектации. Заводское ЛКП.","2018 г., робот, 1.6 л, дизель, 107 000 км | минивэн, передний привод, чёрный",Возможен обмен
104189610,"Продажа Land Rover Range Rover IV · Рестайлинг, 2019 г. в Минске",261 424 р.,≈ 91 500 $,Авто только пригнали из Европы!|Westminster Black полный антихром по заводу.|Проходная на РФ без дополнительных платежей!|Родной 100% пробег!|Полностью обслужена.|Предмаксимальная комплектация!,"2019 г., автомат, 3.0 л, дизель, 120 300 км | внедорожник 5 дв., подключаемый полный привод, серый",Обмен не интересует
